phase,layer,expert,samples,load_mean,load_std,cycles_mean,cycles_std,cycles_per_token_mean,cycles_per_token_std,cycles_per_token_min,cycles_per_token_max,cycles_per_token_cv
prefill,21,0,1,17.0,,71021244.0,,4177720.2352941176,,4177720.2352941176,4177720.2352941176,
prefill,21,1,1,18.0,,74876284.0,,4159793.5555555555,,4159793.5555555555,4159793.5555555555,
prefill,21,2,1,38.0,,157696835.0,,4149916.710526316,,4149916.710526316,4149916.710526316,
prefill,21,3,1,2.0,,8555506.0,,4277753.0,,4277753.0,4277753.0,
prefill,21,4,1,11.0,,45718244.0,,4156204.0,,4156204.0,4156204.0,
prefill,21,5,1,23.0,,95497784.0,,4152077.565217391,,4152077.565217391,4152077.565217391,
prefill,21,6,1,4.0,,16776181.0,,4194045.25,,4194045.25,4194045.25,
prefill,21,7,1,2.0,,8643609.0,,4321804.5,,4321804.5,4321804.5,
prefill,21,8,1,3.0,,12664198.0,,4221399.333333333,,4221399.333333333,4221399.333333333,
prefill,21,9,1,11.0,,45868314.0,,4169846.727272727,,4169846.727272727,4169846.727272727,
prefill,21,10,1,5.0,,21086827.0,,4217365.4,,4217365.4,4217365.4,
prefill,21,11,1,8.0,,33349527.0,,4168690.875,,4168690.875,4168690.875,
prefill,21,12,1,23.0,,95410279.0,,4148273.0,,4148273.0,4148273.0,
prefill,21,13,1,27.0,,112213915.0,,4156070.925925926,,4156070.925925926,4156070.925925926,
prefill,21,14,1,2.0,,8566842.0,,4283421.0,,4283421.0,4283421.0,
prefill,21,15,1,3.0,,12636795.0,,4212265.0,,4212265.0,4212265.0,
prefill,21,16,1,9.0,,37524852.0,,4169428.0,,4169428.0,4169428.0,
prefill,21,17,1,27.0,,112499939.0,,4166664.407407407,,4166664.407407407,4166664.407407407,
prefill,21,18,1,1.0,,4624041.0,,4624041.0,,4624041.0,4624041.0,
prefill,21,19,1,18.0,,74914266.0,,4161903.6666666665,,4161903.6666666665,4161903.6666666665,
prefill,21,21,1,30.0,,124470132.0,,4149004.4,,4149004.4,4149004.4,
prefill,21,22,1,10.0,,41697013.0,,4169701.3,,4169701.3,4169701.3,
prefill,21,23,1,29.0,,120255413.0,,4146738.379310345,,4146738.379310345,4146738.379310345,
prefill,21,24,1,10.0,,41642000.0,,4164200.0,,4164200.0,4164200.0,
prefill,21,25,1,18.0,,74893635.0,,4160757.5,,4160757.5,4160757.5,
prefill,21,26,1,36.0,,149424699.0,,4150686.0833333335,,4150686.0833333335,4150686.0833333335,
prefill,21,27,1,4.0,,16775351.0,,4193837.75,,4193837.75,4193837.75,
prefill,21,28,1,1.0,,4619923.0,,4619923.0,,4619923.0,4619923.0,
prefill,21,29,1,17.0,,70777701.0,,4163394.1764705884,,4163394.1764705884,4163394.1764705884,
prefill,21,30,1,21.0,,87281653.0,,4156269.1904761903,,4156269.1904761903,4156269.1904761903,
prefill,21,31,1,28.0,,116363096.0,,4155824.8571428573,,4155824.8571428573,4155824.8571428573,
prefill,22,0,1,9.0,,37572433.0,,4174714.777777778,,4174714.777777778,4174714.777777778,
prefill,22,1,1,2.0,,8602030.0,,4301015.0,,4301015.0,4301015.0,
prefill,22,2,1,5.0,,21035183.0,,4207036.6,,4207036.6,4207036.6,
prefill,22,3,1,41.0,,170284220.0,,4153273.6585365855,,4153273.6585365855,4153273.6585365855,
prefill,22,4,1,4.0,,16764552.0,,4191138.0,,4191138.0,4191138.0,
prefill,22,5,1,3.0,,12709161.0,,4236387.0,,4236387.0,4236387.0,
prefill,22,8,1,18.0,,74862958.0,,4159053.222222222,,4159053.222222222,4159053.222222222,
prefill,22,9,1,41.0,,170946931.0,,4169437.3414634145,,4169437.3414634145,4169437.3414634145,
prefill,22,10,1,12.0,,49924855.0,,4160404.5833333335,,4160404.5833333335,4160404.5833333335,
prefill,22,11,1,1.0,,4619716.0,,4619716.0,,4619716.0,4619716.0,
prefill,22,12,1,24.0,,99715832.0,,4154826.3333333335,,4154826.3333333335,4154826.3333333335,
prefill,22,13,1,3.0,,12673402.0,,4224467.333333333,,4224467.333333333,4224467.333333333,
prefill,22,14,1,1.0,,4631177.0,,4631177.0,,4631177.0,4631177.0,
prefill,22,15,1,31.0,,128919788.0,,4158702.8387096776,,4158702.8387096776,4158702.8387096776,
prefill,22,16,1,3.0,,12656974.0,,4218991.333333333,,4218991.333333333,4218991.333333333,
prefill,22,18,1,2.0,,8648834.0,,4324417.0,,4324417.0,4324417.0,
prefill,22,19,1,25.0,,103905533.0,,4156221.32,,4156221.32,4156221.32,
prefill,22,20,1,17.0,,71564457.0,,4209673.94117647,,4209673.94117647,4209673.94117647,
prefill,22,21,1,29.0,,120458692.0,,4153748.0,,4153748.0,4153748.0,
prefill,22,22,1,22.0,,91641825.0,,4165537.5,,4165537.5,4165537.5,
prefill,22,23,1,2.0,,8572891.0,,4286445.5,,4286445.5,4286445.5,
prefill,22,24,1,20.0,,83160526.0,,4158026.3,,4158026.3,4158026.3,
prefill,22,25,1,28.0,,116567271.0,,4163116.8214285714,,4163116.8214285714,4163116.8214285714,
prefill,22,26,1,19.0,,79004540.0,,4158133.6842105263,,4158133.6842105263,4158133.6842105263,
prefill,22,28,1,47.0,,194913434.0,,4147094.340425532,,4147094.340425532,4147094.340425532,
prefill,22,29,1,18.0,,75112230.0,,4172901.6666666665,,4172901.6666666665,4172901.6666666665,
prefill,22,31,1,29.0,,120519410.0,,4155841.724137931,,4155841.724137931,4155841.724137931,
prefill,23,0,1,1.0,,4806935.0,,4806935.0,,4806935.0,4806935.0,
prefill,23,10,1,1.0,,4633867.0,,4633867.0,,4633867.0,4633867.0,
prefill,23,12,1,1.0,,4635455.0,,4635455.0,,4635455.0,4635455.0,
prefill,23,16,1,1.0,,4635059.0,,4635059.0,,4635059.0,4635059.0,
prefill,23,18,1,1.0,,4635176.0,,4635176.0,,4635176.0,4635176.0,
prefill,23,27,1,1.0,,4646668.0,,4646668.0,,4646668.0,4646668.0,
prefill,23,30,1,1.0,,4635177.0,,4635177.0,,4635177.0,4635177.0,
prefill,23,31,1,1.0,,4634903.0,,4634903.0,,4634903.0,4634903.0,
