phase,layer,expert,samples,load_mean,load_std,cycles_mean,cycles_std,cycles_per_token_mean,cycles_per_token_std,cycles_per_token_min,cycles_per_token_max,cycles_per_token_cv
prefill,11,6,1,3.0,,12665208.0,,4221736.0,,4221736.0,4221736.0,
prefill,11,7,1,8.0,,33322154.0,,4165269.25,,4165269.25,4165269.25,
prefill,11,8,1,10.0,,41618888.0,,4161888.8,,4161888.8,4161888.8,
prefill,11,9,1,10.0,,41670188.0,,4167018.8,,4167018.8,4167018.8,
prefill,11,10,1,27.0,,112394159.0,,4162746.6296296297,,4162746.6296296297,4162746.6296296297,
prefill,11,11,1,16.0,,66420944.0,,4151309.0,,4151309.0,4151309.0,
prefill,11,12,1,26.0,,107976839.0,,4152955.346153846,,4152955.346153846,4152955.346153846,
prefill,11,13,1,50.0,,207825368.0,,4156507.36,,4156507.36,4156507.36,
prefill,11,14,1,7.0,,29161102.0,,4165871.714285714,,4165871.714285714,4165871.714285714,
prefill,11,15,1,10.0,,41671386.0,,4167138.6,,4167138.6,4167138.6,
prefill,11,16,1,9.0,,37555856.0,,4172872.888888889,,4172872.888888889,4172872.888888889,
prefill,11,17,1,22.0,,91700960.0,,4168225.4545454546,,4168225.4545454546,4168225.4545454546,
prefill,11,18,1,1.0,,4620599.0,,4620599.0,,4620599.0,4620599.0,
prefill,11,19,1,28.0,,116545094.0,,4162324.785714286,,4162324.785714286,4162324.785714286,
prefill,11,20,1,35.0,,145232377.0,,4149496.4857142856,,4149496.4857142856,4149496.4857142856,
prefill,11,21,1,4.0,,16754056.0,,4188514.0,,4188514.0,4188514.0,
prefill,11,22,1,5.0,,21088892.0,,4217778.4,,4217778.4,4217778.4,
prefill,11,23,1,22.0,,91421654.0,,4155529.727272727,,4155529.727272727,4155529.727272727,
prefill,11,24,1,34.0,,141191397.0,,4152688.1470588236,,4152688.1470588236,4152688.1470588236,
prefill,11,25,1,40.0,,166092492.0,,4152312.3,,4152312.3,4152312.3,
prefill,11,27,1,31.0,,128743309.0,,4153009.9677419355,,4153009.9677419355,4153009.9677419355,
prefill,11,28,1,1.0,,4627305.0,,4627305.0,,4627305.0,4627305.0,
prefill,11,29,1,4.0,,16758062.0,,4189515.5,,4189515.5,4189515.5,
prefill,11,30,1,1.0,,4638808.0,,4638808.0,,4638808.0,4638808.0,
prefill,11,31,1,4.0,,16763736.0,,4190934.0,,4190934.0,4190934.0,
prefill,12,0,1,14.0,,58905717.0,,4207551.214285715,,4207551.214285715,4207551.214285715,
prefill,12,1,1,38.0,,158189877.0,,4162891.5,,4162891.5,4162891.5,
prefill,12,2,1,22.0,,91525081.0,,4160230.9545454546,,4160230.9545454546,4160230.9545454546,
prefill,12,3,1,16.0,,66449460.0,,4153091.25,,4153091.25,4153091.25,
prefill,12,4,1,9.0,,37523933.0,,4169325.888888889,,4169325.888888889,4169325.888888889,
prefill,12,5,1,1.0,,4629297.0,,4629297.0,,4629297.0,4629297.0,
prefill,12,6,1,27.0,,112143333.0,,4153456.777777778,,4153456.777777778,4153456.777777778,
prefill,12,7,1,5.0,,21467104.0,,4293420.8,,4293420.8,4293420.8,
prefill,12,8,1,1.0,,4628302.0,,4628302.0,,4628302.0,4628302.0,
prefill,12,9,1,21.0,,88283030.0,,4203953.80952381,,4203953.80952381,4203953.80952381,
prefill,12,10,1,3.0,,12737062.0,,4245687.333333333,,4245687.333333333,4245687.333333333,
prefill,12,11,1,9.0,,37683005.0,,4187000.5555555555,,4187000.5555555555,4187000.5555555555,
prefill,12,12,1,3.0,,12770084.0,,4256694.666666667,,4256694.666666667,4256694.666666667,
prefill,12,13,1,4.0,,16762097.0,,4190524.25,,4190524.25,4190524.25,
prefill,12,14,1,30.0,,124435650.0,,4147855.0,,4147855.0,4147855.0,
prefill,12,16,1,43.0,,178769738.0,,4157435.7674418604,,4157435.7674418604,4157435.7674418604,
prefill,12,17,1,11.0,,45742542.0,,4158412.909090909,,4158412.909090909,4158412.909090909,
prefill,12,18,1,14.0,,58393459.0,,4170961.3571428573,,4170961.3571428573,4170961.3571428573,
prefill,12,19,1,19.0,,78989602.0,,4157347.4736842103,,4157347.4736842103,4157347.4736842103,
prefill,12,20,1,15.0,,62325755.0,,4155050.3333333335,,4155050.3333333335,4155050.3333333335,
prefill,12,21,1,1.0,,4618089.0,,4618089.0,,4618089.0,4618089.0,
prefill,12,22,1,8.0,,33388490.0,,4173561.25,,4173561.25,4173561.25,
prefill,12,23,1,18.0,,75272032.0,,4181779.5555555555,,4181779.5555555555,4181779.5555555555,
prefill,12,24,1,23.0,,95484028.0,,4151479.4782608696,,4151479.4782608696,4151479.4782608696,
prefill,12,25,1,2.0,,8577283.0,,4288641.5,,4288641.5,4288641.5,
prefill,12,26,1,42.0,,174491485.0,,4154559.1666666665,,4154559.1666666665,4154559.1666666665,
prefill,12,27,1,1.0,,4629089.0,,4629089.0,,4629089.0,4629089.0,
prefill,12,28,1,19.0,,79038959.0,,4159945.210526316,,4159945.210526316,4159945.210526316,
prefill,12,29,1,28.0,,116553275.0,,4162616.964285714,,4162616.964285714,4162616.964285714,
prefill,12,30,1,7.0,,29160471.0,,4165781.5714285714,,4165781.5714285714,4165781.5714285714,
prefill,12,31,1,2.0,,8730932.0,,4365466.0,,4365466.0,4365466.0,
prefill,13,0,1,9.0,,38141646.0,,4237960.666666667,,4237960.666666667,4237960.666666667,
prefill,13,1,1,10.0,,41779591.0,,4177959.1,,4177959.1,4177959.1,
prefill,13,2,1,16.0,,66435262.0,,4152203.875,,4152203.875,4152203.875,
prefill,13,3,1,10.0,,41563141.0,,4156314.1,,4156314.1,4156314.1,
prefill,13,4,1,1.0,,4631835.0,,4631835.0,,4631835.0,4631835.0,
prefill,13,5,1,1.0,,4638081.0,,4638081.0,,4638081.0,4638081.0,
prefill,13,6,1,36.0,,150114585.0,,4169849.5833333335,,4169849.5833333335,4169849.5833333335,
prefill,13,7,1,10.0,,41869563.0,,4186956.3,,4186956.3,4186956.3,
prefill,13,8,1,14.0,,60057540.0,,4289824.285714285,,4289824.285714285,4289824.285714285,
prefill,13,9,1,1.0,,4637644.0,,4637644.0,,4637644.0,4637644.0,
prefill,13,10,1,1.0,,4635286.0,,4635286.0,,4635286.0,4635286.0,
prefill,13,11,1,8.0,,33778281.0,,4222285.125,,4222285.125,4222285.125,
prefill,13,12,1,6.0,,25085576.0,,4180929.3333333335,,4180929.3333333335,4180929.3333333335,
prefill,13,13,1,6.0,,25193151.0,,4198858.5,,4198858.5,4198858.5,
prefill,13,14,1,15.0,,62548278.0,,4169885.2,,4169885.2,4169885.2,
prefill,13,15,1,36.0,,150730090.0,,4186946.9444444445,,4186946.9444444445,4186946.9444444445,
prefill,13,16,1,4.0,,16877274.0,,4219318.5,,4219318.5,4219318.5,
prefill,13,17,1,5.0,,21072577.0,,4214515.4,,4214515.4,4214515.4,
prefill,13,18,1,1.0,,4625383.0,,4625383.0,,4625383.0,4625383.0,
prefill,13,19,1,26.0,,108255041.0,,4163655.423076923,,4163655.423076923,4163655.423076923,
prefill,13,20,1,9.0,,37640097.0,,4182233.0,,4182233.0,4182233.0,
prefill,13,21,1,16.0,,67229838.0,,4201864.875,,4201864.875,4201864.875,
prefill,13,22,1,1.0,,4632564.0,,4632564.0,,4632564.0,4632564.0,
prefill,13,23,1,37.0,,153815946.0,,4157187.7297297297,,4157187.7297297297,4157187.7297297297,
prefill,13,24,1,46.0,,191849668.0,,4170644.9565217393,,4170644.9565217393,4170644.9565217393,
prefill,13,25,1,2.0,,8565618.0,,4282809.0,,4282809.0,4282809.0,
prefill,13,26,1,11.0,,45741655.0,,4158332.272727273,,4158332.272727273,4158332.272727273,
prefill,13,27,1,1.0,,4633293.0,,4633293.0,,4633293.0,4633293.0,
prefill,13,28,1,55.0,,228501755.0,,4154577.3636363638,,4154577.3636363638,4154577.3636363638,
prefill,13,30,1,20.0,,83480753.0,,4174037.65,,4174037.65,4174037.65,
prefill,13,31,1,42.0,,174868483.0,,4163535.3095238097,,4163535.3095238097,4163535.3095238097,
prefill,14,0,1,9.0,,37550440.0,,4172271.111111111,,4172271.111111111,4172271.111111111,
prefill,14,1,1,4.0,,16775018.0,,4193754.5,,4193754.5,4193754.5,
prefill,14,2,1,3.0,,12677368.0,,4225789.333333333,,4225789.333333333,4225789.333333333,
prefill,14,3,1,1.0,,4623417.0,,4623417.0,,4623417.0,4623417.0,
prefill,14,4,1,22.0,,91313804.0,,4150627.4545454546,,4150627.4545454546,4150627.4545454546,
prefill,14,5,1,30.0,,125503578.0,,4183452.6,,4183452.6,4183452.6,
prefill,14,6,1,38.0,,158055442.0,,4159353.736842105,,4159353.736842105,4159353.736842105,
prefill,14,7,1,5.0,,21033842.0,,4206768.4,,4206768.4,4206768.4,
prefill,14,8,1,6.0,,25056542.0,,4176090.3333333335,,4176090.3333333335,4176090.3333333335,
prefill,14,9,1,19.0,,79282287.0,,4172751.947368421,,4172751.947368421,4172751.947368421,
prefill,14,10,1,40.0,,166196129.0,,4154903.225,,4154903.225,4154903.225,
prefill,14,11,1,13.0,,54218597.0,,4170661.3076923075,,4170661.3076923075,4170661.3076923075,
prefill,14,12,1,7.0,,29229305.0,,4175615.0,,4175615.0,4175615.0,
prefill,14,13,1,2.0,,8558441.0,,4279220.5,,4279220.5,4279220.5,
prefill,14,14,1,4.0,,16770865.0,,4192716.25,,4192716.25,4192716.25,
prefill,14,15,1,19.0,,79113667.0,,4163877.210526316,,4163877.210526316,4163877.210526316,
prefill,14,16,1,10.0,,41598154.0,,4159815.4,,4159815.4,4159815.4,
prefill,14,17,1,11.0,,46273280.0,,4206661.818181818,,4206661.818181818,4206661.818181818,
prefill,14,18,1,4.0,,17723365.0,,4430841.25,,4430841.25,4430841.25,
prefill,14,19,1,34.0,,143089872.0,,4208525.647058823,,4208525.647058823,4208525.647058823,
prefill,14,20,1,9.0,,37654421.0,,4183824.5555555555,,4183824.5555555555,4183824.5555555555,
prefill,14,21,1,42.0,,175100802.0,,4169066.714285714,,4169066.714285714,4169066.714285714,
prefill,14,23,1,26.0,,107938890.0,,4151495.769230769,,4151495.769230769,4151495.769230769,
prefill,14,24,1,2.0,,8619089.0,,4309544.5,,4309544.5,4309544.5,
prefill,14,25,1,16.0,,66567953.0,,4160497.0625,,4160497.0625,4160497.0625,
prefill,14,26,1,30.0,,124636404.0,,4154546.8,,4154546.8,4154546.8,
prefill,14,27,1,4.0,,17031099.0,,4257774.75,,4257774.75,4257774.75,
prefill,14,28,1,11.0,,45777916.0,,4161628.727272727,,4161628.727272727,4161628.727272727,
prefill,14,29,1,10.0,,41789816.0,,4178981.6,,4178981.6,4178981.6,
prefill,14,30,1,16.0,,66544217.0,,4159013.5625,,4159013.5625,4159013.5625,
prefill,14,31,1,9.0,,37586988.0,,4176332.0,,4176332.0,4176332.0,
prefill,15,0,1,33.0,,137504527.0,,4166803.8484848486,,4166803.8484848486,4166803.8484848486,
prefill,15,2,1,31.0,,129067306.0,,4163461.4838709678,,4163461.4838709678,4163461.4838709678,
prefill,15,3,1,12.0,,50049919.0,,4170826.5833333335,,4170826.5833333335,4170826.5833333335,
prefill,15,4,1,1.0,,4617597.0,,4617597.0,,4617597.0,4617597.0,
prefill,15,5,1,33.0,,137161360.0,,4156404.8484848486,,4156404.8484848486,4156404.8484848486,
prefill,15,6,1,10.0,,42144972.0,,4214497.2,,4214497.2,4214497.2,
prefill,15,7,1,1.0,,4631342.0,,4631342.0,,4631342.0,4631342.0,
prefill,15,8,1,15.0,,62343075.0,,4156205.0,,4156205.0,4156205.0,
prefill,15,9,1,9.0,,37608311.0,,4178701.222222222,,4178701.222222222,4178701.222222222,
prefill,15,10,1,39.0,,162128277.0,,4157135.3076923075,,4157135.3076923075,4157135.3076923075,
prefill,15,11,1,12.0,,50369007.0,,4197417.25,,4197417.25,4197417.25,
prefill,15,12,1,39.0,,162204694.0,,4159094.717948718,,4159094.717948718,4159094.717948718,
prefill,15,13,1,10.0,,41713055.0,,4171305.5,,4171305.5,4171305.5,
prefill,15,14,1,19.0,,79192352.0,,4168018.5263157897,,4168018.5263157897,4168018.5263157897,
prefill,15,15,1,4.0,,16774676.0,,4193669.0,,4193669.0,4193669.0,
prefill,15,16,1,5.0,,21358316.0,,4271663.2,,4271663.2,4271663.2,
prefill,15,17,1,7.0,,29220627.0,,4174375.285714286,,4174375.285714286,4174375.285714286,
prefill,15,18,1,5.0,,21064677.0,,4212935.4,,4212935.4,4212935.4,
prefill,15,19,1,1.0,,4631098.0,,4631098.0,,4631098.0,4631098.0,
prefill,15,20,1,8.0,,33442823.0,,4180352.875,,4180352.875,4180352.875,
prefill,15,21,1,16.0,,66639974.0,,4164998.375,,4164998.375,4164998.375,
prefill,15,22,1,4.0,,16783765.0,,4195941.25,,4195941.25,4195941.25,
prefill,15,23,1,10.0,,41597855.0,,4159785.5,,4159785.5,4159785.5,
prefill,15,24,1,29.0,,120756017.0,,4164000.5862068967,,4164000.5862068967,4164000.5862068967,
prefill,15,25,1,16.0,,66490306.0,,4155644.125,,4155644.125,4155644.125,
prefill,15,26,1,26.0,,107968078.0,,4152618.3846153845,,4152618.3846153845,4152618.3846153845,
prefill,15,27,1,28.0,,116462005.0,,4159357.3214285714,,4159357.3214285714,4159357.3214285714,
prefill,15,28,1,5.0,,21050496.0,,4210099.2,,4210099.2,4210099.2,
prefill,15,29,1,8.0,,33356837.0,,4169604.625,,4169604.625,4169604.625,
prefill,15,30,1,10.0,,41641433.0,,4164143.3,,4164143.3,4164143.3,
prefill,15,31,1,10.0,,41597144.0,,4159714.4,,4159714.4,4159714.4,
prefill,16,0,1,7.0,,29227834.0,,4175404.8571428573,,4175404.8571428573,4175404.8571428573,
prefill,16,1,1,37.0,,153760604.0,,4155692.0,,4155692.0,4155692.0,
prefill,16,2,1,14.0,,58423268.0,,4173090.5714285714,,4173090.5714285714,4173090.5714285714,
prefill,16,3,1,13.0,,54106361.0,,4162027.769230769,,4162027.769230769,4162027.769230769,
prefill,16,4,1,7.0,,29294492.0,,4184927.4285714286,,4184927.4285714286,4184927.4285714286,
prefill,16,5,1,1.0,,4627566.0,,4627566.0,,4627566.0,4627566.0,
prefill,16,6,1,32.0,,132848388.0,,4151512.125,,4151512.125,4151512.125,
prefill,16,7,1,17.0,,71197362.0,,4188080.117647059,,4188080.117647059,4188080.117647059,
prefill,16,8,1,11.0,,45795136.0,,4163194.1818181816,,4163194.1818181816,4163194.1818181816,
prefill,16,9,1,36.0,,149425533.0,,4150709.25,,4150709.25,4150709.25,
prefill,16,10,1,17.0,,70693997.0,,4158470.411764706,,4158470.411764706,4158470.411764706,
prefill,16,12,1,5.0,,21051385.0,,4210277.0,,4210277.0,4210277.0,
prefill,16,13,1,1.0,,4623364.0,,4623364.0,,4623364.0,4623364.0,
prefill,16,14,1,24.0,,99634000.0,,4151416.6666666665,,4151416.6666666665,4151416.6666666665,
prefill,16,15,1,39.0,,162325409.0,,4162189.9743589745,,4162189.9743589745,4162189.9743589745,
prefill,16,16,1,2.0,,8552228.0,,4276114.0,,4276114.0,4276114.0,
prefill,16,17,1,3.0,,12643376.0,,4214458.666666667,,4214458.666666667,4214458.666666667,
prefill,16,18,1,8.0,,33261651.0,,4157706.375,,4157706.375,4157706.375,
prefill,16,19,1,19.0,,78922713.0,,4153827.0,,4153827.0,4153827.0,
prefill,16,20,1,14.0,,58389988.0,,4170713.4285714286,,4170713.4285714286,4170713.4285714286,
prefill,16,22,1,34.0,,141394022.0,,4158647.705882353,,4158647.705882353,4158647.705882353,
prefill,16,23,1,6.0,,25073818.0,,4178969.6666666665,,4178969.6666666665,4178969.6666666665,
prefill,16,25,1,7.0,,29231315.0,,4175902.1428571427,,4175902.1428571427,4175902.1428571427,
prefill,16,26,1,21.0,,87295670.0,,4156936.6666666665,,4156936.6666666665,4156936.6666666665,
prefill,16,28,1,14.0,,58442109.0,,4174436.3571428573,,4174436.3571428573,4174436.3571428573,
prefill,16,29,1,5.0,,21064643.0,,4212928.6,,4212928.6,4212928.6,
prefill,16,30,1,31.0,,128835454.0,,4155982.3870967743,,4155982.3870967743,4155982.3870967743,
prefill,16,31,1,31.0,,129029673.0,,4162247.5161290322,,4162247.5161290322,4162247.5161290322,
prefill,17,0,1,3.0,,12652565.0,,4217521.666666667,,4217521.666666667,4217521.666666667,
prefill,17,1,1,3.0,,12656011.0,,4218670.333333333,,4218670.333333333,4218670.333333333,
prefill,17,2,1,19.0,,79009037.0,,4158370.3684210526,,4158370.3684210526,4158370.3684210526,
prefill,17,3,1,1.0,,4633122.0,,4633122.0,,4633122.0,4633122.0,
prefill,17,4,1,17.0,,70785960.0,,4163880.0,,4163880.0,4163880.0,
prefill,17,5,1,7.0,,29307682.0,,4186811.714285714,,4186811.714285714,4186811.714285714,
prefill,17,6,1,3.0,,12766688.0,,4255562.666666667,,4255562.666666667,4255562.666666667,
prefill,17,7,1,7.0,,29239532.0,,4177076.0,,4177076.0,4177076.0,
prefill,17,8,1,17.0,,70833609.0,,4166682.882352941,,4166682.882352941,4166682.882352941,
prefill,17,9,1,7.0,,29255223.0,,4179317.5714285714,,4179317.5714285714,4179317.5714285714,
prefill,17,10,1,16.0,,66405386.0,,4150336.625,,4150336.625,4150336.625,
prefill,17,11,1,20.0,,83683747.0,,4184187.35,,4184187.35,4184187.35,
prefill,17,12,1,35.0,,145489574.0,,4156844.9714285713,,4156844.9714285713,4156844.9714285713,
prefill,17,13,1,6.0,,25064003.0,,4177333.8333333335,,4177333.8333333335,4177333.8333333335,
prefill,17,14,1,13.0,,54102342.0,,4161718.6153846155,,4161718.6153846155,4161718.6153846155,
prefill,17,15,1,21.0,,87573825.0,,4170182.1428571427,,4170182.1428571427,4170182.1428571427,
prefill,17,16,1,41.0,,170176917.0,,4150656.512195122,,4150656.512195122,4150656.512195122,
prefill,17,17,1,21.0,,87323731.0,,4158272.904761905,,4158272.904761905,4158272.904761905,
prefill,17,18,1,29.0,,120315094.0,,4148796.3448275863,,4148796.3448275863,4148796.3448275863,
prefill,17,19,1,3.0,,12656003.0,,4218667.666666667,,4218667.666666667,4218667.666666667,
prefill,17,20,1,3.0,,12634970.0,,4211656.666666667,,4211656.666666667,4211656.666666667,
prefill,17,21,1,12.0,,49888189.0,,4157349.0833333335,,4157349.0833333335,4157349.0833333335,
prefill,17,22,1,10.0,,41719920.0,,4171992.0,,4171992.0,4171992.0,
prefill,17,23,1,14.0,,58296911.0,,4164065.0714285714,,4164065.0714285714,4164065.0714285714,
prefill,17,24,1,37.0,,153589655.0,,4151071.756756757,,4151071.756756757,4151071.756756757,
prefill,17,25,1,7.0,,29186803.0,,4169543.285714286,,4169543.285714286,4169543.285714286,
prefill,17,26,1,4.0,,16779461.0,,4194865.25,,4194865.25,4194865.25,
prefill,17,27,1,14.0,,58413528.0,,4172394.8571428573,,4172394.8571428573,4172394.8571428573,
prefill,17,28,1,33.0,,137129263.0,,4155432.212121212,,4155432.212121212,4155432.212121212,
prefill,17,29,1,26.0,,108237526.0,,4162981.769230769,,4162981.769230769,4162981.769230769,
prefill,17,30,1,1.0,,4634302.0,,4634302.0,,4634302.0,4634302.0,
prefill,17,31,1,6.0,,25102319.0,,4183719.8333333335,,4183719.8333333335,4183719.8333333335,
prefill,18,0,1,7.0,,29252505.0,,4178929.285714286,,4178929.285714286,4178929.285714286,
prefill,18,1,1,6.0,,25066965.0,,4177827.5,,4177827.5,4177827.5,
prefill,18,2,1,12.0,,49885940.0,,4157161.6666666665,,4157161.6666666665,4157161.6666666665,
prefill,18,3,1,9.0,,37573445.0,,4174827.222222222,,4174827.222222222,4174827.222222222,
prefill,18,4,1,13.0,,54118011.0,,4162923.923076923,,4162923.923076923,4162923.923076923,
prefill,18,5,1,15.0,,62357165.0,,4157144.3333333335,,4157144.3333333335,4157144.3333333335,
prefill,18,7,1,4.0,,16979043.0,,4244760.75,,4244760.75,4244760.75,
prefill,18,8,1,40.0,,167265144.0,,4181628.6,,4181628.6,4181628.6,
prefill,18,9,1,6.0,,25353082.0,,4225513.666666667,,4225513.666666667,4225513.666666667,
prefill,18,10,1,17.0,,71522624.0,,4207213.176470588,,4207213.176470588,4207213.176470588,
prefill,18,12,1,32.0,,134271510.0,,4195984.6875,,4195984.6875,4195984.6875,
prefill,18,13,1,11.0,,46033676.0,,4184879.6363636362,,4184879.6363636362,4184879.6363636362,
prefill,18,14,1,10.0,,41973220.0,,4197322.0,,4197322.0,4197322.0,
prefill,18,15,1,21.0,,87542427.0,,4168687.0,,4168687.0,4168687.0,
prefill,18,16,1,6.0,,25056809.0,,4176134.8333333335,,4176134.8333333335,4176134.8333333335,
prefill,18,17,1,24.0,,100044853.0,,4168535.5416666665,,4168535.5416666665,4168535.5416666665,
prefill,18,18,1,27.0,,112706478.0,,4174314.0,,4174314.0,4174314.0,
prefill,18,19,1,4.0,,16762753.0,,4190688.25,,4190688.25,4190688.25,
prefill,18,20,1,37.0,,154490966.0,,4175431.5135135134,,4175431.5135135134,4175431.5135135134,
prefill,18,21,1,4.0,,16768643.0,,4192160.75,,4192160.75,4192160.75,
prefill,18,22,1,4.0,,16767142.0,,4191785.5,,4191785.5,4191785.5,
prefill,18,23,1,26.0,,108634482.0,,4178249.3076923075,,4178249.3076923075,4178249.3076923075,
prefill,18,24,1,6.0,,25097880.0,,4182980.0,,4182980.0,4182980.0,
prefill,18,25,1,17.0,,71339888.0,,4196464.0,,4196464.0,4196464.0,
prefill,18,26,1,13.0,,54602298.0,,4200176.769230769,,4200176.769230769,4200176.769230769,
prefill,18,27,1,27.0,,112410148.0,,4163338.814814815,,4163338.814814815,4163338.814814815,
prefill,18,28,1,11.0,,45706441.0,,4155131.0,,4155131.0,4155131.0,
prefill,18,30,1,26.0,,108168980.0,,4160345.3846153845,,4160345.3846153845,4160345.3846153845,
prefill,18,31,1,21.0,,87347396.0,,4159399.8095238097,,4159399.8095238097,4159399.8095238097,
prefill,19,0,1,3.0,,12655993.0,,4218664.333333333,,4218664.333333333,4218664.333333333,
prefill,19,1,1,7.0,,29296052.0,,4185150.285714286,,4185150.285714286,4185150.285714286,
prefill,19,2,1,8.0,,33377323.0,,4172165.375,,4172165.375,4172165.375,
prefill,19,3,1,7.0,,29265569.0,,4180795.5714285714,,4180795.5714285714,4180795.5714285714,
prefill,19,4,1,25.0,,103830775.0,,4153231.0,,4153231.0,4153231.0,
prefill,19,5,1,13.0,,54091759.0,,4160904.5384615385,,4160904.5384615385,4160904.5384615385,
prefill,19,6,1,6.0,,25081100.0,,4180183.3333333335,,4180183.3333333335,4180183.3333333335,
prefill,19,7,1,33.0,,137009814.0,,4151812.5454545454,,4151812.5454545454,4151812.5454545454,
prefill,19,9,1,9.0,,37546910.0,,4171878.888888889,,4171878.888888889,4171878.888888889,
prefill,19,10,1,26.0,,108263974.0,,4163999.0,,4163999.0,4163999.0,
prefill,19,11,1,18.0,,74871635.0,,4159535.277777778,,4159535.277777778,4159535.277777778,
prefill,19,12,1,1.0,,4619144.0,,4619144.0,,4619144.0,4619144.0,
prefill,19,13,1,45.0,,186672335.0,,4148274.111111111,,4148274.111111111,4148274.111111111,
prefill,19,14,1,27.0,,112785580.0,,4177243.703703704,,4177243.703703704,4177243.703703704,
prefill,19,15,1,28.0,,116408588.0,,4157449.5714285714,,4157449.5714285714,4157449.5714285714,
prefill,19,16,1,1.0,,4630382.0,,4630382.0,,4630382.0,4630382.0,
prefill,19,17,1,1.0,,4635284.0,,4635284.0,,4635284.0,4635284.0,
prefill,19,18,1,19.0,,79248095.0,,4170952.3684210526,,4170952.3684210526,4170952.3684210526,
prefill,19,19,1,21.0,,87300090.0,,4157147.1428571427,,4157147.1428571427,4157147.1428571427,
prefill,19,20,1,18.0,,75013534.0,,4167418.5555555555,,4167418.5555555555,4167418.5555555555,
prefill,19,21,1,3.0,,12653727.0,,4217909.0,,4217909.0,4217909.0,
prefill,19,22,1,7.0,,29271096.0,,4181585.1428571427,,4181585.1428571427,4181585.1428571427,
prefill,19,23,1,3.0,,12663501.0,,4221167.0,,4221167.0,4221167.0,
prefill,19,24,1,19.0,,79002937.0,,4158049.3157894737,,4158049.3157894737,4158049.3157894737,
prefill,19,25,1,27.0,,112231705.0,,4156729.814814815,,4156729.814814815,4156729.814814815,
prefill,19,26,1,8.0,,33285547.0,,4160693.375,,4160693.375,4160693.375,
prefill,19,27,1,9.0,,37527857.0,,4169761.888888889,,4169761.888888889,4169761.888888889,
prefill,19,28,1,19.0,,78919022.0,,4153632.736842105,,4153632.736842105,4153632.736842105,
prefill,19,29,1,16.0,,66736316.0,,4171019.75,,4171019.75,4171019.75,
prefill,19,30,1,22.0,,91617549.0,,4164434.0454545454,,4164434.0454545454,4164434.0454545454,
prefill,19,31,1,7.0,,29311275.0,,4187325.0,,4187325.0,4187325.0,
prefill,20,0,1,28.0,,116364715.0,,4155882.6785714286,,4155882.6785714286,4155882.6785714286,
prefill,20,1,1,35.0,,145193025.0,,4148372.1428571427,,4148372.1428571427,4148372.1428571427,
prefill,20,2,1,3.0,,12689667.0,,4229889.0,,4229889.0,4229889.0,
prefill,20,3,1,17.0,,70803861.0,,4164933.0,,4164933.0,4164933.0,
prefill,20,4,1,1.0,,4616699.0,,4616699.0,,4616699.0,4616699.0,
prefill,20,5,1,18.0,,75154849.0,,4175269.388888889,,4175269.388888889,4175269.388888889,
prefill,20,6,1,5.0,,21081647.0,,4216329.4,,4216329.4,4216329.4,
prefill,20,7,1,25.0,,103924490.0,,4156979.6,,4156979.6,4156979.6,
prefill,20,8,1,10.0,,41609058.0,,4160905.8,,4160905.8,4160905.8,
prefill,20,9,1,9.0,,37549067.0,,4172118.5555555555,,4172118.5555555555,4172118.5555555555,
prefill,20,10,1,12.0,,49819086.0,,4151590.5,,4151590.5,4151590.5,
prefill,20,11,1,14.0,,58611576.0,,4186541.1428571427,,4186541.1428571427,4186541.1428571427,
prefill,20,12,1,22.0,,91742122.0,,4170096.4545454546,,4170096.4545454546,4170096.4545454546,
prefill,20,13,1,19.0,,79088283.0,,4162541.210526316,,4162541.210526316,4162541.210526316,
prefill,20,14,1,1.0,,4616548.0,,4616548.0,,4616548.0,4616548.0,
prefill,20,15,1,15.0,,62355113.0,,4157007.533333333,,4157007.533333333,4157007.533333333,
prefill,20,16,1,18.0,,74929441.0,,4162746.722222222,,4162746.722222222,4162746.722222222,
prefill,20,17,1,18.0,,75206479.0,,4178137.722222222,,4178137.722222222,4178137.722222222,
prefill,20,18,1,22.0,,91316956.0,,4150770.727272727,,4150770.727272727,4150770.727272727,
prefill,20,19,1,4.0,,16784731.0,,4196182.75,,4196182.75,4196182.75,
prefill,20,20,1,30.0,,124429783.0,,4147659.433333333,,4147659.433333333,4147659.433333333,
prefill,20,21,1,30.0,,124498394.0,,4149946.466666667,,4149946.466666667,4149946.466666667,
prefill,20,22,1,3.0,,12632771.0,,4210923.666666667,,4210923.666666667,4210923.666666667,
prefill,20,23,1,23.0,,95549029.0,,4154305.6086956523,,4154305.6086956523,4154305.6086956523,
prefill,20,24,1,11.0,,45772820.0,,4161165.4545454546,,4161165.4545454546,4161165.4545454546,
prefill,20,25,1,1.0,,4629102.0,,4629102.0,,4629102.0,4629102.0,
prefill,20,26,1,16.0,,66405075.0,,4150317.1875,,4150317.1875,4150317.1875,
prefill,20,27,1,5.0,,21127087.0,,4225417.4,,4225417.4,4225417.4,
prefill,20,28,1,25.0,,103872082.0,,4154883.28,,4154883.28,4154883.28,
prefill,20,29,1,6.0,,25049947.0,,4174991.1666666665,,4174991.1666666665,4174991.1666666665,
prefill,20,30,1,1.0,,4620126.0,,4620126.0,,4620126.0,4620126.0,
prefill,20,31,1,9.0,,37567296.0,,4174144.0,,4174144.0,4174144.0,
